week,dollars
10,35.7191658646752
11,23.926734376927254
12,26.83851264714319
13,24.87965627344685
14,41.521058324922514
15,39.98712494681183
16,39.14760993417664
17,31.169833927422502
18,27.92552927832758
19,33.40725911515013
20,46.45678328064276
21,33.48517887841894
22,54.436884988472976
23,24.98646440447968
