,AdrActCnt,CapAct1yrUSD,PriceUSD,times,OneDayReturn,NextDayReturn
322,2965.0,3461002161.2716,0.111241586444741,2018-08-11,-0.02739277048211497,0.004042152643376484
323,2236.0,3474992060.30652,0.111691241917442,2018-08-12,0.004042152643376484,-0.08900450005164262
324,2810.0,3165702129.29551,0.101750218770433,2018-08-13,-0.08900450005164262,-0.08693786055309882
325,4376.0,2890482759.02617,0.0929042724397218,2018-08-14,-0.08693786055309882,0.011892580910140227
326,3817.0,2924858059.10725,0.0940091440166089,2018-08-15,0.011892580910140227,0.0010667625873157505
327,2507.0,2927978188.25792,0.0941094294543114,2018-08-16,0.0010667625873157505,0.15326871787860785
328,2979.0,3376745651.14874,0.108533461047061,2018-08-17,0.15326871787860785,-0.08927926394949515
329,3122.0,3075272284.86952,0.0988436735308882,2018-08-18,-0.08927926394949515,0.028265689525063253
330,2182.0,3162196976.47867,0.101637558118429,2018-08-19,0.028265689525063253,-0.09013200696345791
331,2458.0,2877181816.57487,0.0924767610223499,2018-08-20,-0.09013200696345791,0.02172007444329016
332,2657.0,2939674419.81776,0.0944853631560297,2018-08-21,0.02172007444329016,-0.05056576329793794
333,4722.0,2791027538.93225,0.0897076386475622,2018-08-22,-0.05056576329793794,0.025707540171050702
334,2766.0,2862777991.50786,0.0920138013717445,2018-08-23,0.025707540171050702,0.021016762964661595
335,2405.0,2922944317.97583,0.0939476336246519,2018-08-24,0.021016762964661595,0.005449016204585488
336,2122.0,2938871488.92958,0.0944595558026551,2018-08-25,0.005449016204585488,-0.01924173515503025
337,2094.0,2882322502.08493,0.0926419900470386,2018-08-26,-0.01924173515503025,0.08339402042100641
338,3038.0,3122690963.68373,0.100367778056864,2018-08-27,0.08339402042100641,0.05776163233615117
339,3372.0,3303062691.02745,0.106165184751381,2018-08-28,0.05776163233615117,-0.0036781080583191406
340,5677.0,3290913669.52645,0.105774697729834,2018-08-29,-0.0036781080583191406,-0.051367831562864286
341,2724.0,3121866570.46228,0.100341280873235,2018-08-30,-0.051367831562864286,0.017460184223892172
342,2572.0,3176374935.90497,0.102093258122543,2018-08-31,0.017460184223892172,0.047538841111187224
343,2780.0,3327376119.29251,0.106946653298954,2018-09-01,0.047538841111187224,-0.022418679223508264
344,2361.0,3252780741.41813,0.104549050584617,2018-09-02,-0.022418679223508264,-0.00970021196122861
345,2471.0,3221228078.76297,0.103534902633601,2018-09-03,-0.00970021196122861,0.017277269463142897
346,2605.0,3276882104.282,0.105323703045242,2018-09-04,0.017277269463142897,-0.1680201451350739
347,3425.0,2726299897.53001,0.087627199173417,2018-09-05,-0.1680201451350739,0.0024992235149121633
348,3305.0,2733113530.34262,0.0878461991301371,2018-09-06,0.0024992235149121633,-0.05653888455741818
349,2737.0,2578586339.96826,0.0828794730187103,2018-09-07,-0.05653888455741818,-0.06622116264102196
350,2568.0,2407829354.56531,0.0773910979563361,2018-09-08,-0.06622116264102196,-0.017960707282167476
351,2780.0,2364583036.34255,0.0760010990996968,2018-09-09,-0.017960707282167476,-0.038583744171416745
352,3037.0,2273348569.39624,0.0730686921352876,2018-09-10,-0.038583744171416745,-0.044727717165942926
353,3400.0,2171666877.56468,0.0698004963397751,2018-09-11,-0.044727717165942926,-0.05531212384053141
354,4000.0,2051547370.29244,0.0659396826420989,2018-09-12,-0.05531212384053141,0.05854102678643125
355,3166.0,2171647059.85037,0.0697998593699388,2018-09-13,0.05854102678643125,-0.02316511218228423
356,2793.0,2121340612.0886,0.0681829377973265,2018-09-14,-0.02316511218228423,0.016199748273651116
357,2297.0,2155705796.00711,0.0692874842262012,2018-09-15,0.016199748273651116,0.006483083597160544
358,2335.0,2169681416.89351,0.0697366807786766,2018-09-16,0.006483083597160544,-0.09062882024373775
359,2715.0,1973045749.77569,0.063416527671991,2018-09-17,-0.09062882024373775,0.08716839887150885
360,3062.0,2145032988.68387,0.0689444448511492,2018-09-18,0.08716839887150885,0.042405708264787956
361,2964.0,2235994631.82035,0.0718680828659848,2018-09-19,0.042405708264787956,0.12731186178252507
362,3809.0,2520663271.33313,0.0810177422983941,2018-09-20,0.12731186178252507,0.08138404155071077
363,4187.0,2725805035.74265,0.0876112936039514,2018-09-21,0.08138404155071077,-0.05257786111973184
364,3002.0,2582488037.13391,0.0830048791763228,2018-09-22,-0.05257786111973184,0.08478130140270457
365,3544.0,2801434733.77904,0.0900421408556657,2018-09-23,0.08478130140270457,-0.08544685023311371
366,2848.0,2479619107.19256,0.0823483235313027,2018-09-24,-0.08544685023311371,-0.017276306551536558
367,3258.0,2436809123.67413,0.0809256486499708,2018-09-25,-0.017276306551536558,-0.020628015113110965
368,3660.0,2386541069.14345,0.0792563131465809,2018-09-26,-0.020628015113110965,0.08471388477160269
369,3166.0,2588714221.39424,0.0859704233259024,2018-09-27,0.08471388477160269,-0.025267110592353315
370,4118.0,2523304877.0854,0.0837981991320554,2018-09-28,-0.025267110592353315,0.007215463581496051
371,2979.0,2541797653.63762,0.0844028419860877,2018-09-29,0.007215463581496051,0.0059951995224984955
372,3072.0,2523922488.39094,0.0849088538640602,2018-09-30,0.0059951995224984955,-0.012585268803338656
373,3305.0,2436072178.63379,0.0838402531143976,2018-10-01,-0.012585268803338656,-0.020725564804193186
374,3506.0,2348492898.00859,0.0821026165152752,2018-10-02,-0.020725564804193186,-0.021909767100735777
375,3239.0,2263019238.68309,0.0803037673090645,2018-10-03,-0.021909767100735777,0.01009936935873812
376,2555.0,2244952871.43605,0.0811147847160169,2018-10-04,0.01009936935873812,0.019565261727703565
377,2516.0,2280164916.56856,0.0827018167089721,2018-10-05,0.019565261727703565,-0.021616111768748558
378,2559.0,2223246003.25848,0.0809141249955124,2018-10-06,-0.021616111768748558,0.04002196427136684
379,2366.0,2306536143.18824,0.0841524672151317,2018-10-07,0.04002196427136684,0.02442812638774261
380,3373.0,2352512667.98855,0.0862081543201033,2018-10-08,0.02442812638774261,-0.004843329349964232
381,2855.0,2334614580.40828,0.0857906198360785,2018-10-09,-0.004843329349964232,-0.01938803465142236
382,2250.0,2283220991.07664,0.0841273083259296,2018-10-10,-0.01938803465142236,-0.16454926440134077
383,2937.0,1899866224.94366,0.0702842216248331,2018-10-11,-0.16454926440134077,0.029621004363665326
384,2461.0,1950856676.26697,0.0723661108602791,2018-10-12,0.029621004363665326,-0.0031361769156861286
385,2173.0,1938966416.08152,0.0721391579339211,2018-10-13,-0.0031361769156861286,-0.026472676765206926
386,2018.0,1882026921.43664,0.0702294413238222,2018-10-14,-0.026472676765206926,0.04214163612204769
387,3987.0,1954714617.93371,0.0731890248851454,2018-10-15,0.04214163612204769,0.021440595615698443
388,3116.0,1991219361.49517,0.0747582411712151,2018-10-16,0.021440595615698443,0.023166280930954297
389,4314.0,2035103703.97161,0.0764901115880915,2018-10-17,0.023166280930954297,-0.030276941604808094
390,2972.0,1968420065.55832,0.0741742249461936,2018-10-18,-0.030276941604808094,0.014165114030310066
391,2468.0,1994492325.76888,0.0752249113006663,2018-10-19,0.014165114030310066,0.005217743262476038
392,2916.0,2002687517.95965,0.0756174155747757,2018-10-20,0.005217743262476038,-0.006543824922791486
393,2359.0,1986890182.39007,0.0751225884461404,2018-10-21,-0.006543824922791486,0.0013842753938231311
394,2630.0,1987246654.35073,0.0752265787968467,2018-10-22,0.0013842753938231311,-0.016051634587463393
395,2789.0,1952889545.40696,0.0740190692427347,2018-10-23,-0.016051634587463393,-0.003930199122622047
396,2915.0,1944107290.61711,0.0737281595617396,2018-10-24,-0.003930199122622047,-0.004167639394802691
397,2784.0,1931029355.77694,0.0734208871794438,2018-10-25,-0.004167639394802691,-0.0025136094308509938
398,2524.0,1926340835.63609,0.0732363357450081,2018-10-26,-0.0025136094308509938,-0.011740853996262457
399,2384.0,1903300839.98337,0.0723764786198047,2018-10-27,-0.011740853996262457,0.0035123207336635875
400,2368.0,1909213528.47492,0.0726306880262906,2018-10-28,0.0035123207336635875,-0.04592016500377949
401,2715.0,1821270692.26813,0.0692954748477853,2018-10-29,-0.04592016500377949,0.0012880360600162621
402,2669.0,1822165695.00529,0.0693847299181852,2018-10-30,0.0012880360600162621,0.006792745156501301
403,2891.0,1834748385.15963,0.0698560427062721,2018-10-31,0.006792745156501301,0.009976068748466904
404,2619.0,1852393717.36297,0.0705529313908057,2018-11-01,0.009976068748466904,0.024992642262417597
405,2772.0,1897428118.67354,0.072316235565621,2018-11-02,0.024992642262417597,-0.01582949556077695
406,2230.0,1867295105.76258,0.0711715060357629,2018-11-03,-0.01582949556077695,0.07666570987649202
407,3024.0,2010238877.91022,0.0766279200689737,2018-11-04,0.07666570987649202,-0.007366991757805419
408,2982.0,1993947391.38464,0.0760634028134078,2018-11-05,-0.007366991757805419,0.058433927703564814
409,3780.0,2111585213.81081,0.0805080861942936,2018-11-06,0.058433927703564814,-0.027647041284155738
410,3235.0,2051155671.56493,0.0782822758115716,2018-11-07,-0.027647041284155738,-0.027239601853082385
411,3013.0,1994816147.46108,0.0761498977863112,2018-11-08,-0.027239601853082385,-0.033279927916394
412,2683.0,1927863156.59788,0.073615634677142,2018-11-09,-0.033279927916394,0.013037670841325122
413,2302.0,1951857703.88363,0.0745754110908378,2018-11-10,0.013037670841325122,0.013747793072559578
414,2610.0,1977217856.11472,0.0756006584108157,2018-11-11,0.013747793072559578,-0.003307290098864102
415,2829.0,1970054139.56819,0.075350625101786,2018-11-12,-0.003307290098864102,-0.03853076890148044
416,2385.0,1892946341.96084,0.072447307579407,2018-11-13,-0.03853076890148044,-0.13466639220823695
417,3489.0,1636848282.4786,0.0626910900424878,2018-11-14,-0.13466639220823695,-0.010713089295627531
418,3716.0,1618431356.68679,0.0620194747968224,2018-11-15,-0.010713089295627531,-0.034102468097267136
419,3316.0,1562228049.16626,0.0599044576361545,2018-11-16,-0.034102468097267136,-0.00017362530298625778
420,2369.0,1561554672.75317,0.0598940567065472,2018-11-17,-0.00017362530298625778,0.019580879528489303
421,409.0,1589661773.43243,0.0610668350153906,2018-11-18,0.019580879528489303,-0.15824235740480008
422,1064.0,1353561373.38841,0.0514034750833052,2018-11-19,-0.15824235740480008,-0.1552823108622633
423,2672.0,1143002639.9452,0.0434214246860188,2018-11-20,-0.1552823108622633,0.08668939275182797
424,1667.0,1241533270.14661,0.047185601624469,2018-11-21,0.08668939275182797,-0.07359943100785205
425,1378.0,1150017765.8553,0.0437127681931449,2018-11-22,-0.07359943100785205,-0.025648963093777066
426,1427.0,1120353633.70494,0.0425915810150321,2018-11-23,-0.025648963093777066,-0.11439759094453572
427,1457.0,991233957.69742,0.0377192067523934,2018-11-24,-0.11439759094453572,-0.019248134456534727
428,3373.0,971575856.815207,0.0369931823892295,2018-11-25,-0.019248134456534727,-0.055639731023205186
429,3692.0,917226428.111557,0.0349348916714004,2018-11-26,-0.055639731023205186,0.031948891234780064
430,3276.0,945727844.882792,0.0360510227257088,2018-11-27,0.031948891234780064,0.15025530361419448
431,3746.0,1085457366.79389,0.0414678800909624,2018-11-28,0.15025530361419448,0.0016404884580325518
432,3958.0,1084283572.80796,0.0415359076696307,2018-11-29,0.0016404884580325518,-0.0753266382635529
433,3131.0,1001034808.25477,0.0384071473776521,2018-11-30,-0.0753266382635529,0.06663340340317547
434,2709.0,1064681897.60333,0.0409663463224324,2018-12-01,0.06663340340317547,0.006552499422642244
435,2474.0,1069633643.84002,0.0412347782830579,2018-12-02,0.006552499422642244,-0.07256859302434682
436,2147.0,990755317.277197,0.0382424284393855,2018-12-03,-0.07256859302434682,-0.03262642336804089
437,3461.0,957253846.082597,0.0369947147785001,2018-12-04,-0.03262642336804089,-0.08154671455607887
438,3546.0,877814862.603763,0.0339779173323742,2018-12-05,-0.08154671455607887,-0.09899428211068262
439,5618.0,789554392.919638,0.0306142977984397,2018-12-06,-0.09899428211068262,-0.04050773479866665
440,3874.0,756989397.400679,0.0293741819421731,2018-12-07,-0.04050773479866665,0.02617931446583155
441,2782.0,775720883.536145,0.0301431778884138,2018-12-08,0.02617931446583155,0.032206847930969174
442,2917.0,724743020.804519,0.0311139946348221,2018-12-09,0.032206847930969174,-0.04851271715719152
443,2596.0,689025130.809639,0.0296045702134726,2018-12-10,-0.04851271715719152,-0.017267229022719155
444,2582.0,676333352.136504,0.0290933813194774,2018-12-11,-0.017267229022719155,0.03547818447364781
445,2972.0,699230490.074791,0.030125561668892,2018-12-12,0.03547818447364781,-0.04599696737867531
446,6707.0,665927941.836182,0.0287398771915437,2018-12-13,-0.04599696737867531,-0.023874832983256322
447,3410.0,649456818.154596,0.0280537174236363,2018-12-14,-0.023874832983256322,-0.004573615965561606
448,2726.0,644966380.256702,0.0279254104937342,2018-12-15,-0.004573615965561606,0.02863232876796573
449,3421.0,662280319.543251,0.0287249800279712,2018-12-16,0.02863232876796573,0.12194870708884231
450,3571.0,741848807.173483,0.0322279542035351,2018-12-17,0.12194870708884231,0.06620010423110179
451,3563.0,789956824.377484,0.0343614481309643,2018-12-18,0.06620010423110179,0.0019801916777217876
452,4770.0,789031815.377561,0.0344294903845877,2018-12-19,0.0019801916777217876,0.13047361784478784
453,4120.0,889827772.487735,0.0389216305556172,2018-12-20,0.13047361784478784,0.03693517587768502
454,5601.0,919780494.483376,0.0403592078256352,2018-12-21,0.03693517587768502,0.03313222777354041
455,3763.0,948580347.965092,0.0416963982920738,2018-12-22,0.03313222777354041,0.05288019142095646
456,3912.0,996644431.361771,0.0439013118153231,2018-12-23,0.05288019142095646,0.041531840921812835
457,4542.0,1036945146.65195,0.045724614113896,2018-12-24,0.041531840921812835,-0.10234672255910393
458,3174.0,929039867.685601,0.041044849719059,2018-12-25,-0.10234672255910393,-0.004982998341417466
459,3631.0,922965932.010532,0.0408403233009852,2018-12-26,-0.004982998341417466,-0.11354955604731298
460,3698.0,817124187.314725,0.0362029227213296,2018-12-27,-0.11354955604731298,0.143057411790942
461,3641.0,932842482.469504,0.0413820191451105,2018-12-28,0.143057411790942,0.018531712274008516
462,3146.0,949111195.574274,0.0421488988172252,2018-12-29,0.018531712274008516,0.01806446796219352
463,3116.0,964311460.522009,0.0429102962495507,2018-12-30,0.01806446796219352,-0.05605505093076779
464,3012.0,908417701.313304,0.0405049574078278,2018-12-31,-0.05605505093076779,0.03860867160165138
465,3290.0,942218374.090335,0.0420688000066255,2019-01-01,0.03860867160165138,0.07025591525386554
466,4374.0,1007584063.00913,0.0450243820547228,2019-01-02,0.07025591525386554,-0.06195118251999232
467,3494.0,941942160.991889,0.0422350683442008,2019-01-03,-0.06195118251999232,0.030090959984218957
468,3216.0,967721889.950373,0.0435059620956769,2019-01-04,0.030090959984218957,0.01893442389903055
469,3478.0,983448224.424533,0.0443297224241316,2019-01-05,0.01893442389903055,0.10460520935201734
470,4602.0,1083095176.87881,0.0489668423188247,2019-01-06,0.10460520935201734,-0.023924330668182225
471,4059.0,1056497411.35566,0.0477953433914124,2019-01-07,-0.023924330668182225,0.010390811130429833
472,3654.0,1065340224.37661,0.0482919757775066,2019-01-08,0.010390811130429833,0.07657157261846903
473,4322.0,1145922765.27299,0.0519897683076433,2019-01-09,0.07657157261846903,-0.1566840540685448
474,5475.0,963170843.003269,0.0438438006391174,2019-01-10,-0.1566840540685448,-0.008612224697208681
475,3821.0,954694589.319764,0.0434662079764337,2019-01-11,-0.008612224697208681,-0.0047395716299519774
476,3145.0,949889922.573471,0.043260196770247,2019-01-12,-0.0047395716299519774,-0.0809305752376589
477,3405.0,871972157.633499,0.0397591241607366,2019-01-13,-0.0809305752376589,0.1011037708438074
478,2903.0,957483383.370112,0.0437789215388342,2019-01-14,0.1011037708438074,-0.03147405112732693
479,3366.0,925083635.164519,0.0424010215240217,2019-01-15,-0.03147405112732693,0.044017462877028235
480,3445.0,964563500.31321,0.0442674069149034,2019-01-16,0.044017462877028235,0.016384659403533064
481,3148.0,977845666.952989,0.0449927132998817,2019-01-17,0.016384659403533064,-0.02383835180562932
482,6033.0,947052611.179071,0.0439201611715493,2019-01-18,-0.02383835180562932,0.034425336631223935
483,3319.0,979562703.57849,0.0454321275047775,2019-01-19,0.034425336631223935,-0.054240670674151614
484,3347.0,925895712.251828,0.0429678584387648,2019-01-20,-0.054240670674151614,-0.007026095567128299
485,3112.0,922049356.990967,0.0426659621590592,2019-01-21,-0.007026095567128299,0.016717889996270774
486,3205.0,935694660.870132,0.0433792470210194,2019-01-22,0.016717889996270774,-0.015454996751253947
487,2859.0,920186600.944131,0.0427088208992377,2019-01-23,-0.015454996751253947,0.0031838322768313887
488,3068.0,922594597.141931,0.0428447986217221,2019-01-24,0.0031838322768313887,-0.011399619469995015
489,3091.0,911107714.566649,0.0423563842211659,2019-01-25,-0.011399619469995015,-0.0012082172717784445
490,2647.0,906192784.150355,0.0423052085061798,2019-01-26,-0.0012082172717784445,-0.03762459881428282
491,3104.0,868450636.383371,0.0407134920083802,2019-01-27,-0.03762459881428282,-0.054567438044266
492,4788.0,819861218.598547,0.0384918610556472,2019-01-28,-0.054567438044266,-0.014250185387789216
493,3619.0,806900775.235979,0.0379433448996832,2019-01-29,-0.014250185387789216,0.034659713974135586
494,3693.0,833246390.638307,0.0392584503811282,2019-01-30,0.034659713974135586,-0.03261130574610083
495,3623.0,804863767.648649,0.0379781810526311,2019-01-31,-0.03261130574610083,0.013439410173540667
496,3303.0,813943711.479722,0.0384885854054424,2019-02-01,0.013439410173540667,0.005629145671390834
497,2344.0,817747504.221971,0.0387052432593754,2019-02-02,0.005629145671390834,-0.025402221694760918
498,2470.0,796054000.526845,0.0377220440893511,2019-02-03,-0.025402221694760918,-0.007886471398843908
499,3228.0,788088238.935776,0.0374245502675345,2019-02-04,-0.007886471398843908,0.004745681334425322
500,2757.0,790872700.672532,0.0376021552571884,2019-02-05,0.004745681334425322,-0.033600338540487384
501,2818.0,763529444.543077,0.0363387101106949,2019-02-06,-0.033600338540487384,-0.007226703984198779
502,2738.0,757481478.119896,0.0360761010095573,2019-02-07,-0.007226703984198779,0.11566763542298619
503,3339.0,843550759.333196,0.0402489383086136,2019-02-08,0.11566763542298619,0.012180596063657623
504,3314.0,853443205.631176,0.0407391943681419,2019-02-09,0.012180596063657623,0.040532760743054785
505,3059.0,887946334.86799,0.0423904663863306,2019-02-10,0.040532760743054785,-0.02537425636114854
506,3048.0,863779400.771574,0.0413148398249752,2019-02-11,-0.02537425636114854,-0.002375225647651691
507,3204.0,860501167.347919,0.0412167077577943,2019-02-12,-0.002375225647651691,-0.011527230507287434
508,3603.0,847845482.026599,0.0407415932667187,2019-02-13,-0.011527230507287434,-0.016404815317767052
509,2787.0,831218718.599163,0.0400732349534266,2019-02-14,-0.016404815317767052,0.001604087014472455
510,2905.0,832034348.730031,0.0401375159092433,2019-02-15,0.001604087014472455,0.013855829897420957
511,2739.0,842295896.282499,0.0406936545021868,2019-02-16,0.013855829897420957,0.012900672329593466
512,2786.0,851879706.236774,0.0412186300048132,2019-02-17,0.012900672329593466,0.09602964808781844
513,4520.0,934677631.39324,0.0451768405388374,2019-02-18,0.09602964808781844,0.016247531612200383
514,5080.0,948997269.500339,0.0459108526836315,2019-02-19,0.016247531612200383,0.02292825697037859
515,3764.0,969928820.896425,0.046963508511691,2019-02-20,0.02292825697037859,-0.052887897273266815
516,4275.0,918798589.519295,0.0444797072979325,2019-02-21,-0.052887897273266815,0.02678504123308567
517,2728.0,942145322.856446,0.0456710980919432,2019-02-22,0.02678504123308567,0.059400280420524254
518,2778.0,996883322.478664,0.0483839741257179,2019-02-23,0.059400280420524254,-0.12784007011292653
519,3752.0,869794490.593665,0.0421985634811441,2019-02-24,-0.12784007011292653,0.030040884085863473
520,4393.0,894767196.53723,0.0434662456352711,2019-02-25,0.030040884085863473,-0.0170084049225544
521,4371.0,878744675.409333,0.0427269541290432,2019-02-26,-0.0170084049225544,0.0035045245352702814
522,5725.0,884315989.215783,0.0428766917881058,2019-02-27,0.0035045245352702814,-0.0058974808680539725
523,4437.0,879021322.538694,0.0426238273186,2019-02-28,-0.0058974808680539725,0.008067775715036474
524,4153.0,885859989.768925,0.0429677067975229,2019-03-01,0.008067775715036474,-0.014427855698385672
525,3630.0,871954534.929577,0.0423477749241577,2019-03-02,-0.014427855698385672,-0.013769319426727766
526,3253.0,859294979.562209,0.0417646748842158,2019-03-03,-0.013769319426727766,-0.039882664875078855
527,9303.0,824737881.742981,0.040098988352192,2019-03-04,-0.039882664875078855,0.0645677733014347
528,9299.0,877097677.236419,0.0426880907417332,2019-03-05,0.0645677733014347,-0.005099039395964455
529,7219.0,871719242.007186,0.0424704224853026,2019-03-06,-0.005099039395964455,0.001653234640493606
530,7261.0,872562817.033535,0.0425406360589517,2019-03-07,0.001653234640493606,-0.008725733317835216
531,9209.0,865572274.936486,0.0421694378135302,2019-03-08,-0.008725733317835216,0.10293485830594995
532,9437.0,954470265.502437,0.0465101429197075,2019-03-09,0.10293485830594995,-0.026390286452530276
533,7949.0,928590115.749158,0.0452827269251083,2019-03-10,-0.026390286452530276,0.047195727999317816
534,9035.0,969685880.861121,0.0474198781881331,2019-03-11,0.047195727999317816,-0.00811707437418352
535,6695.0,958377144.790892,0.0470349675100653,2019-03-12,-0.00811707437418352,-0.01907582034219113
536,7384.0,938768010.712219,0.0461377369200425,2019-03-13,-0.01907582034219113,0.026606608030112167
537,6241.0,963023518.18625,0.0473653056016705,2019-03-14,0.026606608030112167,0.04818334974783123
538,8504.0,1011639749.58412,0.0496475246873887,2019-03-15,0.04818334974783123,0.0289698365426172
539,6415.0,1043143458.63254,0.0510858053623279,2019-03-16,0.0289698365426172,-0.029289449021770664
540,5661.0,1013523371.71559,0.0495895302704319,2019-03-17,-0.029289449021770664,0.003600850972981906
541,5891.0,1017081342.75046,0.0497680947787559,2019-03-18,0.003600850972981906,0.040074643449155234
542,7149.0,1045840007.72013,0.0517625334321583,2019-03-19,0.040074643449155234,0.02923425675276703
543,6939.0,1074746983.10411,0.0532757726246877,2019-03-20,0.02923425675276703,-0.012530529668687618
544,8994.0,1062946488.53343,0.0526081989751918,2019-03-21,-0.012530529668687618,0.0986727558837377
545,9965.0,1171148592.02002,0.057799194950154,2019-03-22,0.0986727558837377,0.0936424359417325
546,10523.0,1281121253.70651,0.0632116523607575,2019-03-23,0.0936424359417325,-0.03131323909845318
547,8067.0,1246426977.81158,0.0612322907765768,2019-03-24,-0.03131323909845318,-0.04845474350220724
548,6711.0,1185595983.94852,0.0582652958329452,2019-03-25,-0.04845474350220724,0.05124825374880215
549,8363.0,1247875026.6239,0.061251290498541,2019-03-26,0.05124825374880215,0.09093764901152857
550,14207.0,1361892107.33573,0.0668213388554005,2019-03-27,0.09093764901152857,-0.02436668314905066
551,12149.0,1328711499.39298,0.0651931244639156,2019-03-28,-0.02436668314905066,0.10312691309561117
552,15337.0,1466006172.41545,0.0719162901449372,2019-03-29,0.10312691309561117,-0.0022845511809712615
553,10611.0,1462267722.41955,0.0717519936993555,2019-03-30,-0.0022845511809712615,-0.029012103223637564
554,8903.0,1419637578.55118,0.069670317451648,2019-03-31,-0.029012103223637564,0.03589959335992421
555,9736.0,1478992270.24169,0.072171453517419,2019-04-01,0.03589959335992421,0.18137529637900696
556,13619.0,1749638660.64814,0.0852615722892446,2019-04-02,0.18137529637900696,0.062322920026432804
557,15153.0,1861374097.88923,0.0905753224403551,2019-04-03,0.062322920026432804,-0.03256475384488333
558,13667.0,1800719068.97523,0.087625759360664,2019-04-04,-0.03256475384488333,0.03596035534612385
559,12766.0,1864296475.51166,0.0907768128047474,2019-04-05,0.03596035534612385,-0.008790986622366548
560,9754.0,1849059759.50744,0.0899787950577598,2019-04-06,-0.008790986622366548,0.0007823316179840223
561,7414.0,1849774461.43092,0.0900491883140816,2019-04-07,0.0007823316179840223,-0.03511336794737385
562,9340.0,1785260881.627,0.0868872580314469,2019-04-08,-0.03511336794737385,-0.03823350179888474
563,8122.0,1717011705.24884,0.0835652538952014,2019-04-09,-0.03823350179888474,0.07256830904456102
564,7920.0,1841777605.98761,0.0896294430652556,2019-04-10,0.07256830904456102,-0.07297689920467709
565,8823.0,1707065737.25166,0.0830885642329111,2019-04-11,-0.07297689920467709,-0.0013663028845036784
566,10843.0,1703460544.21931,0.0829750400879304,2019-04-12,-0.0013663028845036784,0.003985118277099797
567,5591.0,1709578226.31666,0.0833057054367279,2019-04-13,0.003985118277099797,0.013350381356721286
568,5733.0,1732725857.83322,0.0844178683734989,2019-04-14,0.013350381356721286,-0.029832705549801664
569,6638.0,1680770387.90804,0.0818994549631704,2019-04-15,-0.029832705549801664,0.017183405555706743
570,6137.0,1709002588.39301,0.0833067665125939,2019-04-16,0.017183405555706743,-0.005414910709780285
571,6648.0,1698874846.32071,0.0828556678104077,2019-04-17,-0.005414910709780285,-0.015856606997393108
572,6946.0,1670216698.50518,0.0815418580484315,2019-04-18,-0.015856606997393108,-0.025742611049161424
573,8089.0,1626421343.73096,0.0794427577124648,2019-04-19,-0.025742611049161424,-0.040865485844917004
574,7345.0,1558537752.02259,0.0761962908216849,2019-04-20,-0.040865485844917004,-0.02940334185079363
575,7496.0,1512663904.05997,0.0739558652348924,2019-04-21,-0.02940334185079363,0.057278736490533166
576,7834.0,1598307461.55132,0.0781919637516112,2019-04-22,0.057278736490533166,-0.050122587184423306
577,8172.0,1518395981.29252,0.0742727802313498,2019-04-23,-0.050122587184423306,-0.03411538159959282
578,8080.0,1463755243.56243,0.0717389359912946,2019-04-24,-0.03411538159959282,-0.045979788592944604
579,6612.0,1396029767.21529,0.0684403948805321,2019-04-25,-0.045979788592944604,-0.014465227017922966
580,7321.0,1374901568.29505,0.0674503890313889,2019-04-26,-0.014465227017922966,0.024471365876015394
581,5073.0,1407700161.86692,0.0691009921798556,2019-04-27,0.024471365876015394,-0.03296544179630845
582,3981.0,1360099126.54886,0.0668230474440834,2019-04-28,-0.03296544179630845,-0.04631338474350921
583,5669.0,1297998540.63221,0.0637282459380718,2019-04-29,-0.04631338474350921,0.08143619933265223
584,4775.0,1402717881.97376,0.0689180320774049,2019-04-30,0.08143619933265223,-0.012517241727964867
585,7575.0,1384432755.22993,0.0680553684104764,2019-05-01,-0.012517241727964867,-0.011843782898721456
586,7454.0,1367478012.61794,0.0672493354019302,2019-05-02,-0.011843782898721456,0.020025447239220506
587,7706.0,1394267037.51596,0.0685960334198942,2019-05-03,0.020025447239220506,-0.03470839603326692
588,7148.0,1346572099.71697,0.0662151751256453,2019-05-04,-0.03470839603326692,-0.011696125766559429
589,5878.0,1329845690.22356,0.065440714109721,2019-05-05,-0.011696125766559429,0.013902356223963741
590,7753.0,1334871298.52685,0.0663504942288249,2019-05-06,0.013902356223963741,-0.03620617914839985
591,7360.0,1285972189.86988,0.0639481963481912,2019-05-07,-0.03620617914839985,0.0018386798326974763
592,5174.0,1285141214.58719,0.064065776607154,2019-05-08,0.0018386798326974763,-0.041684226008415926
593,6136.0,1243768433.26708,0.0613952442956567,2019-05-09,-0.041684226008415926,0.018785740233314696
594,7633.0,1275066121.02188,0.0625485994065558,2019-05-10,0.018785740233314696,0.24079590780785232
595,10107.0,1589345736.12669,0.0776100461827671,2019-05-11,0.24079590780785232,-0.09764051742734858
596,7606.0,1435767835.12335,0.0700321611159213,2019-05-12,-0.09764051742734858,0.040003826195017966
597,8048.0,1496259122.60608,0.0728337155172641,2019-05-13,0.040003826195017966,0.1463235354540393
598,9173.0,1717007420.04009,0.0834910022720039,2019-05-14,0.1463235354540393,0.12709250651645476
599,14600.0,1941028179.02702,0.0941020830223239,2019-05-15,0.12709250651645476,-0.06928687036436842
600,18943.0,1812055992.3645,0.0875820441949391,2019-05-16,-0.06928687036436842,-0.056649719463305326
601,12217.0,1711423997.78434,0.082620545961273,2019-05-17,-0.056649719463305326,-0.04307760185443654
